,MMSI,Date,Time,Latitude,Longitude,SOG,COG,HDG
409,440320190,  2017/10/01,6:29:31,34.782667,126.3412,12.8,211.1,211
410,440320190,  2017/10/01,6:29:41,34.78215,126.3408,13.1,211.3,211
412,440320190,  2017/10/01,6:29:50,34.781667,126.34045,13.4,211.7,212
414,440320190,  2017/10/01,6:30:00,34.781083,126.340017,13.6,211.4,211
415,440320190,  2017/10/01,6:30:11,34.78055,126.339617,13.4,210.8,211
417,440320190,  2017/10/01,6:30:21,34.780017,126.33925,13.4,210.3,210
418,440320190,  2017/10/01,6:30:31,34.779433,126.338833,13.4,210.1,210
420,440320190,  2017/10/01,6:30:41,34.77895,126.338483,13.4,210.7,211
422,440320190,  2017/10/01,6:30:50,34.778467,126.338133,13.5,213.2,213
424,440320190,  2017/10/01,6:31:00,34.7779,126.33765,13.5,214.8,215
426,440320190,  2017/10/01,6:31:11,34.777383,126.3372,13.5,216.3,216
428,440320190,  2017/10/01,6:31:21,34.776883,126.33675,13.5,217.5,218
430,440320190,  2017/10/01,6:31:30,34.776383,126.336267,13.6,218.3,218
432,440320190,  2017/10/01,6:31:41,34.775817,126.335733,13.7,217.6,218
435,440320190,  2017/10/01,6:32:00,34.7749,126.334917,13.7,215.7,216
437,440320190,  2017/10/01,6:32:11,34.774283,126.334367,13.7,215.9,216
439,440320190,  2017/10/01,6:32:21,34.773817,126.333967,13.8,216.1,216
441,440320190,  2017/10/01,6:32:30,34.77335,126.33355,13.8,215.8,216
443,440320190,  2017/10/01,6:32:41,34.772783,126.33305,13.9,215.2,215
445,440320190,  2017/10/01,6:32:50,34.7723,126.33265,13.9,214.6,215
447,440320190,  2017/10/01,6:33:00,34.771717,126.332167,13.8,214.1,214
449,440320190,  2017/10/01,6:33:11,34.771183,126.331717,13.8,213.9,214
451,440320190,  2017/10/01,6:33:21,34.77065,126.331283,13.7,214.5,215
453,440320190,  2017/10/01,6:33:30,34.770183,126.330883,13.7,215.0,215
455,440320190,  2017/10/01,6:33:41,34.769617,126.3304,13.6,215.2,215
457,440320190,  2017/10/01,6:33:50,34.7691,126.32995,13.6,215.3,215
459,440320190,  2017/10/01,6:34:00,34.768617,126.32955,13.5,215.8,216
461,440320190,  2017/10/01,6:34:11,34.76795,126.328967,13.6,215.5,216
463,440320190,  2017/10/01,6:34:21,34.76755,126.328617,13.6,216.1,216
465,440320190,  2017/10/01,6:34:30,34.767033,126.32815,13.6,216.8,217
467,440320190,  2017/10/01,6:34:41,34.766517,126.327683,13.6,217.3,217
469,440320190,  2017/10/01,6:34:50,34.766067,126.32725,13.6,217.9,218
471,440320190,  2017/10/01,6:35:00,34.765567,126.326783,13.6,218.3,218
474,440320190,  2017/10/01,6:35:20,34.7646,126.325833,13.6,218.9,219
476,440320190,  2017/10/01,6:35:31,34.76405,126.325317,13.6,218.9,219
1103,440320190,  2017/10/01,10:50:57,34.78145,126.339933,13.8,210.9,211
1105,440320190,  2017/10/01,10:51:07,34.78085,126.3395,13.7,211.0,211
1107,440320190,  2017/10/01,10:51:17,34.78035,126.339133,13.7,211.0,211
1109,440320190,  2017/10/01,10:51:27,34.7798,126.338733,13.7,211.3,211
1111,440320190,  2017/10/01,10:51:37,34.779317,126.338383,13.6,211.5,212
1113,440320190,  2017/10/01,10:51:47,34.778833,126.338017,13.6,211.3,211
1115,440320190,  2017/10/01,10:51:57,34.778183,126.337533,13.6,210.9,211
1117,440320190,  2017/10/01,10:52:08,34.77765,126.33715,13.6,211.0,211
1119,440320190,  2017/10/01,10:52:17,34.777117,126.33675,13.6,211.5,212
1121,440320190,  2017/10/01,10:52:27,34.776583,126.336333,13.6,212.7,213
1123,440320190,  2017/10/01,10:52:37,34.7761,126.335967,13.6,213.2,213
1125,440320190,  2017/10/01,10:52:47,34.775517,126.3355,13.6,213.4,213
1127,440320190,  2017/10/01,10:52:57,34.775,126.335067,13.6,213.8,214
1129,440320190,  2017/10/01,10:53:08,34.774467,126.334633,13.6,214.5,215
1130,440320190,  2017/10/01,10:53:17,34.77405,126.334283,13.6,215.1,215
1132,440320190,  2017/10/01,10:53:28,34.773383,126.333717,13.6,216.2,216
1134,440320190,  2017/10/01,10:53:37,34.772917,126.3333,13.5,217.1,217
1136,440320190,  2017/10/01,10:53:48,34.772367,126.332783,13.4,218.0,218
1138,440320190,  2017/10/01,10:53:57,34.771883,126.332317,13.5,218.0,218
1140,440320190,  2017/10/01,10:54:08,34.771533,126.331983,13.5,218.2,218
1142,440320190,  2017/10/01,10:54:17,34.771033,126.331517,13.5,217.8,218
1144,440320190,  2017/10/01,10:54:28,34.770333,126.330867,13.5,217.5,218
1146,440320190,  2017/10/01,10:54:37,34.769983,126.330533,13.5,217.3,217
1148,440320190,  2017/10/01,10:54:48,34.769332,126.32995,13.5,215.8,216
1150,440320190,  2017/10/01,10:54:57,34.768933,126.3296,13.4,215.1,215
1152,440320190,  2017/10/01,10:55:08,34.768417,126.329167,13.3,214.6,215
1154,440320190,  2017/10/01,10:55:17,34.768017,126.328817,13.3,214.4,214
1157,440320190,  2017/10/01,10:55:37,34.766933,126.327933,13.2,213.9,214
1163,440320190,  2017/10/01,10:55:57,34.765867,126.32705,13.3,215.6,216
1167,440320190,  2017/10/01,10:56:08,34.765367,126.3266,13.3,215.1,215
1169,440320190,  2017/10/01,10:56:17,34.764917,126.326217,13.3,215.6,216
1171,440320190,  2017/10/01,10:56:28,34.7643,126.325683,13.4,216.9,217
1173,440320190,  2017/10/01,10:56:37,34.763917,126.325317,13.4,216.5,217
1680,440320190,  2017/10/01,14:04:47,34.761333,126.325467,12.7,45.5,46
1681,440320190,  2017/10/01,14:04:57,34.76175,126.325983,12.7,45.1,45
1682,440320190,  2017/10/01,14:05:08,34.762217,126.32655,12.8,44.8,45
1683,440320190,  2017/10/01,14:05:17,34.762683,126.3271,12.9,44.2,44
1684,440320190,  2017/10/01,14:05:28,34.763117,126.327617,13.0,43.7,44
1685,440320190,  2017/10/01,14:05:36,34.763467,126.328017,12.9,43.4,43
1686,440320190,  2017/10/01,14:05:47,34.7639,126.328517,12.9,42.8,43
1687,440320190,  2017/10/01,14:05:57,34.764383,126.329067,12.8,42.5,43
1688,440320190,  2017/10/01,14:06:08,34.764833,126.32955,12.8,41.4,41
1689,440320190,  2017/10/01,14:06:17,34.765283,126.330017,12.8,41.1,41
1690,440320190,  2017/10/01,14:06:27,34.7657,126.33045,12.8,41.0,41
1691,440320190,  2017/10/01,14:06:36,34.76615,126.330933,12.9,40.8,41
1692,440320190,  2017/10/01,14:06:47,34.766633,126.33145,12.9,41.5,42
1693,440320190,  2017/10/01,14:06:57,34.76705,126.3319,13.0,41.9,42
1694,440320190,  2017/10/01,14:07:08,34.767583,126.332483,12.9,41.7,42
1695,440320190,  2017/10/01,14:07:17,34.767983,126.332917,12.8,41.5,42
1696,440320190,  2017/10/01,14:07:27,34.768383,126.33335,12.7,41.3,41
1697,440320190,  2017/10/01,14:07:38,34.76885,126.3338,12.7,39.3,39
1698,440320190,  2017/10/01,14:07:47,34.76935,126.3343,12.7,37.0,37
1699,440320190,  2017/10/01,14:07:57,34.7698,126.334683,12.7,35.1,35
1700,440320190,  2017/10/01,14:08:08,34.77035,126.335133,12.9,33.7,34
1701,440320190,  2017/10/01,14:08:17,34.77085,126.335533,12.9,32.9,33
1702,440320190,  2017/10/01,14:08:27,34.77135,126.335917,12.9,31.7,32
1703,440320190,  2017/10/01,14:08:38,34.771867,126.336283,12.8,30.7,31
1704,440320190,  2017/10/01,14:08:47,34.772317,126.3366,12.7,29.4,30
1705,440320190,  2017/10/01,14:08:57,34.772833,126.33695,12.7,29.1,29
1706,440320190,  2017/10/01,14:09:08,34.77345,126.337383,12.6,30.9,31
1707,440320190,  2017/10/01,14:09:17,34.7739,126.337717,12.5,32.0,32
1708,440320190,  2017/10/01,14:09:27,34.77435,126.338067,12.6,32.0,32
1709,440320190,  2017/10/01,14:09:38,34.7749,126.338483,12.7,32.1,32
1710,440320190,  2017/10/01,14:09:48,34.77545,126.3389,12.8,32.0,32
1711,440320190,  2017/10/01,14:09:57,34.775867,126.3392,12.8,32.0,32
1712,440320190,  2017/10/01,14:10:08,34.776417,126.339617,12.8,31.3,31
1713,440320190,  2017/10/01,14:10:17,34.776933,126.34,12.8,30.7,31
1714,440320190,  2017/10/01,14:10:27,34.77745,126.340367,12.8,29.9,30
1715,440320190,  2017/10/01,14:10:38,34.778017,126.34075,12.8,29.6,30
1716,440320190,  2017/10/01,14:10:48,34.77855,126.341117,12.8,29.8,30
1717,440320190,  2017/10/01,14:10:57,34.778967,126.3414,12.7,29.4,29
1718,440320190,  2017/10/01,14:11:08,34.779583,126.341817,12.8,28.8,29
1719,440320190,  2017/10/01,14:11:17,34.78005,126.342117,12.8,28.8,29
1720,440320190,  2017/10/01,14:11:27,34.780583,126.342483,13.0,28.8,29
1721,440320190,  2017/10/01,14:11:38,34.7811,126.342833,13.0,28.6,29
1722,440320190,  2017/10/01,14:11:48,34.781733,126.34325,12.7,28.5,29
1723,440320190,  2017/10/01,14:11:57,34.7821,126.343483,12.6,28.4,28
1806,440320190,  2017/10/01,14:57:45,34.7833,126.342033,14.2,210.7,211
1807,440320190,  2017/10/01,14:57:47,34.783183,126.34195,14.2,211.1,211
1808,440320190,  2017/10/01,14:57:50,34.783067,126.341867,14.2,211.3,211
1809,440320190,  2017/10/01,14:57:51,34.78295,126.341783,14.3,211.5,212
1810,440320190,  2017/10/01,14:57:53,34.782783,126.34165,14.3,211.5,212
1811,440320190,  2017/10/01,14:57:56,34.782733,126.341617,14.3,211.5,212
1812,440320190,  2017/10/01,14:57:58,34.782617,126.341533,14.3,211.7,212
1813,440320190,  2017/10/01,14:57:59,34.782433,126.3414,14.3,211.8,212
1814,440320190,  2017/10/01,14:58:02,34.782333,126.341317,14.4,211.8,212
1815,440320190,  2017/10/01,14:58:04,34.782267,126.341267,14.4,211.9,212
1816,440320190,  2017/10/01,14:58:05,34.78215,126.341183,14.4,211.9,212
1817,440320190,  2017/10/01,14:58:09,34.781933,126.341017,14.5,211.8,212
1818,440320190,  2017/10/01,14:58:12,34.781817,126.340917,14.5,211.6,212
1819,440320190,  2017/10/01,14:58:13,34.7817,126.340833,14.5,211.7,212
1820,440320190,  2017/10/01,14:58:16,34.781533,126.340717,14.5,211.4,211
1821,440320190,  2017/10/01,14:58:18,34.781467,126.340667,14.5,211.5,212
1822,440320190,  2017/10/01,14:58:20,34.78135,126.340583,14.5,211.7,212
1823,440320190,  2017/10/01,14:58:22,34.781233,126.3405,14.5,211.4,211
1824,440320190,  2017/10/01,14:58:24,34.781067,126.340367,14.6,211.4,211
1825,440320190,  2017/10/01,14:58:25,34.781017,126.340317,14.6,211.5,212
1826,440320190,  2017/10/01,14:58:28,34.7809,126.340233,14.6,212.4,212
1827,440320190,  2017/10/01,14:58:29,34.780833,126.340183,14.6,212.3,212
1828,440320190,  2017/10/01,14:58:31,34.780717,126.3401,14.6,212.4,212
1829,440320190,  2017/10/01,14:58:33,34.78055,126.339967,14.6,212.7,213
1830,440320190,  2017/10/01,14:58:35,34.780433,126.339883,14.6,213.2,213
1831,440320190,  2017/10/01,14:58:37,34.780317,126.339783,14.7,213.5,214
1832,440320190,  2017/10/01,14:58:40,34.78015,126.33965,14.7,214.3,214
1833,440320190,  2017/10/01,14:58:43,34.779983,126.3395,14.7,214.4,214
1834,440320190,  2017/10/01,14:58:45,34.779867,126.339417,14.7,214.5,215
1835,440320190,  2017/10/01,14:58:47,34.7797,126.339267,14.8,214.7,215
1836,440320190,  2017/10/01,14:58:51,34.779533,126.339133,14.8,214.9,215
1837,440320190,  2017/10/01,14:58:53,34.779417,126.339033,14.8,214.9,215
1838,440320190,  2017/10/01,14:58:56,34.77925,126.338883,14.8,215.1,215
1839,440320190,  2017/10/01,14:58:58,34.7792,126.338833,14.8,215.3,215
1840,440320190,  2017/10/01,14:58:59,34.779083,126.338733,14.9,215.4,215
1841,440320190,  2017/10/01,14:59:02,34.778967,126.33865,14.9,215.5,216
1842,440320190,  2017/10/01,14:59:04,34.7788,126.3385,14.9,215.5,216
1843,440320190,  2017/10/01,14:59:08,34.778633,126.33835,14.9,215.6,216
1844,440320190,  2017/10/01,14:59:12,34.7784,126.33815,14.9,215.7,216
1845,440320190,  2017/10/01,14:59:13,34.778283,126.33805,14.9,216.0,216
1846,440320190,  2017/10/01,14:59:16,34.778167,126.33795,14.9,216.4,216
1847,440320190,  2017/10/01,14:59:20,34.7779,126.3377,14.9,217.0,217
1848,440320190,  2017/10/01,14:59:22,34.77785,126.33765,14.9,217.3,217
1849,440320190,  2017/10/01,14:59:24,34.777733,126.33755,14.8,217.5,218
1850,440320190,  2017/10/01,14:59:25,34.777633,126.33745,14.8,217.6,218
1851,440320190,  2017/10/01,14:59:28,34.777517,126.33735,14.7,217.7,218
1852,440320190,  2017/10/01,14:59:29,34.777417,126.33725,14.7,217.9,218
1853,440320190,  2017/10/01,14:59:31,34.7773,126.33715,14.7,217.9,218
1854,440320190,  2017/10/01,14:59:33,34.77715,126.337,14.6,217.7,218
1855,440320190,  2017/10/01,14:59:35,34.777033,126.3369,14.6,217.7,218
1856,440320190,  2017/10/01,14:59:37,34.776983,126.33685,14.6,217.7,218
1857,440320190,  2017/10/01,14:59:40,34.776867,126.33675,14.6,217.8,218
1858,440320190,  2017/10/01,14:59:42,34.776767,126.336633,14.6,217.9,218
1859,440320190,  2017/10/01,14:59:43,34.776617,126.336483,14.5,218.3,218
1860,440320190,  2017/10/01,14:59:45,34.77655,126.336433,14.5,218.2,218
1861,440320190,  2017/10/01,14:59:47,34.77645,126.336333,14.5,218.1,218
1862,440320190,  2017/10/01,14:59:50,34.7764,126.336283,14.5,218.2,218
1863,440320190,  2017/10/01,14:59:51,34.776283,126.336183,14.5,218.1,218
1864,440320190,  2017/10/01,14:59:53,34.776133,126.336033,14.5,217.9,218
1865,440320190,  2017/10/01,14:59:56,34.776017,126.335933,14.5,217.9,218
1866,440320190,  2017/10/01,14:59:58,34.775917,126.335833,14.4,217.8,218
1867,440320190,  2017/10/01,14:59:59,34.775767,126.335683,14.4,217.8,218
1868,440320190,  2017/10/01,15:00:02,34.7757,126.335633,14.4,217.7,218
1869,440320190,  2017/10/01,15:00:04,34.7756,126.335533,14.4,217.5,218
1870,440320190,  2017/10/01,15:00:05,34.775433,126.335383,14.4,217.4,217
1871,440320190,  2017/10/01,15:00:08,34.775333,126.335283,14.4,217.2,217
1872,440320190,  2017/10/01,15:00:09,34.775283,126.335233,14.4,217.0,217
1873,440320190,  2017/10/01,15:00:12,34.775167,126.33515,14.4,216.9,217
1874,440320190,  2017/10/01,15:00:13,34.775117,126.3351,14.4,216.7,217
1875,440320190,  2017/10/01,15:00:18,34.77485,126.33485,14.4,216.4,216
1876,440320190,  2017/10/01,15:00:20,34.774733,126.33475,14.4,216.4,216
1877,440320190,  2017/10/01,15:00:22,34.774633,126.33465,14.4,216.5,217
1878,440320190,  2017/10/01,15:00:24,34.774583,126.3346,14.4,216.3,216
1879,440320190,  2017/10/01,15:00:25,34.774417,126.33445,14.5,216.0,216
1880,440320190,  2017/10/01,15:00:28,34.7743,126.334367,14.5,215.9,216
1881,440320190,  2017/10/01,15:00:29,34.7742,126.334267,14.5,215.7,216
1882,440320190,  2017/10/01,15:00:31,34.774033,126.334117,14.5,215.4,215
1883,440320190,  2017/10/01,15:00:33,34.773915,126.334033,14.5,215.0,215
1884,440320190,  2017/10/01,15:00:35,34.773867,126.333983,14.5,214.8,215
1885,440320190,  2017/10/01,15:00:37,34.7737,126.33385,14.4,214.7,215
1886,440320190,  2017/10/01,15:00:42,34.773533,126.3337,14.4,214.8,215
1887,440320190,  2017/10/01,15:00:43,34.773417,126.333617,14.4,214.8,215
1888,440320190,  2017/10/01,15:00:45,34.773317,126.333517,14.4,214.9,215
1889,440320190,  2017/10/01,15:00:47,34.7732,126.333433,14.4,215.2,215
1890,440320190,  2017/10/01,15:00:50,34.7731,126.333333,14.4,215.1,215
1891,440320190,  2017/10/01,15:00:51,34.772983,126.333233,14.4,215.1,215
1892,440320190,  2017/10/01,15:00:53,34.772817,126.3331,14.4,215.2,215
1893,440320190,  2017/10/01,15:00:56,34.772717,126.333,14.4,215.5,216
1894,440320190,  2017/10/01,15:00:58,34.77265,126.332967,14.4,215.6,216
1895,440320190,  2017/10/01,15:01:02,34.772433,126.332767,14.5,215.7,216
1896,440320190,  2017/10/01,15:01:04,34.772267,126.332617,14.5,215.9,216
1897,440320190,  2017/10/01,15:01:05,34.772217,126.332583,14.5,216.0,216
1898,440320190,  2017/10/01,15:01:08,34.772117,126.332483,14.5,216.2,216
1899,440320190,  2017/10/01,15:01:09,34.77205,126.332433,14.5,216.3,216
1900,440320190,  2017/10/01,15:01:12,34.77195,126.332333,14.5,216.4,216
1901,440320190,  2017/10/01,15:01:13,34.771783,126.332183,14.5,216.7,217
1902,440320190,  2017/10/01,15:01:16,34.771683,126.332083,14.5,216.9,217
1903,440320190,  2017/10/01,15:01:18,34.771567,126.331983,14.5,216.8,217
1904,440320190,  2017/10/01,15:01:20,34.771467,126.331883,14.5,216.8,217
1905,440320190,  2017/10/01,15:01:21,34.771467,126.331883,14.5,216.8,217
1906,440320190,  2017/10/01,15:01:24,34.771233,126.3317,14.5,216.9,217
1907,440320190,  2017/10/01,15:01:28,34.771033,126.3315,14.5,216.9,217
1908,440320190,  2017/10/01,15:01:29,34.770917,126.3314,14.5,216.6,217
1909,440320190,  2017/10/01,15:01:31,34.770917,126.3314,14.5,216.6,217
1910,440320190,  2017/10/01,15:01:33,34.770633,126.33115,14.5,216.4,216
1911,440320190,  2017/10/01,15:01:35,34.770583,126.3311,14.5,216.4,216
1912,440320190,  2017/10/01,15:01:37,34.770583,126.3311,14.5,216.4,216
1913,440320190,  2017/10/01,15:01:42,34.77025,126.330817,14.6,216.1,216
1914,440320190,  2017/10/01,15:01:43,34.7701,126.330667,14.6,215.7,216
1915,440320190,  2017/10/01,15:01:45,34.769983,126.330567,14.6,215.7,216
1916,440320190,  2017/10/01,15:01:47,34.769933,126.330517,14.6,215.6,216
1917,440320190,  2017/10/01,15:01:50,34.769817,126.330433,14.5,215.3,215
1918,440320190,  2017/10/01,15:01:51,34.76965,126.330283,14.5,214.9,215
1919,440320190,  2017/10/01,15:01:53,34.76955,126.3302,14.5,214.8,215
1920,440320190,  2017/10/01,15:01:56,34.769483,126.33015,14.5,214.5,215
1921,440320190,  2017/10/01,15:01:57,34.769367,126.33005,14.5,214.3,214
1922,440320190,  2017/10/01,15:01:59,34.769317,126.330017,14.5,214.2,214
1923,440320190,  2017/10/01,15:02:02,34.76915,126.329867,14.5,213.8,214
1924,440320190,  2017/10/01,15:02:04,34.769033,126.329783,14.5,213.4,213
1925,440320190,  2017/10/01,15:02:05,34.768933,126.329683,14.5,213.3,213
1926,440320190,  2017/10/01,15:02:08,34.76875,126.32955,14.5,213.3,213
1927,440320190,  2017/10/01,15:02:10,34.7687,126.329517,14.5,213.4,213
1928,440320190,  2017/10/01,15:02:12,34.768583,126.329417,14.5,213.5,214
1929,440320190,  2017/10/01,15:02:13,34.768483,126.329333,14.5,213.6,214
1930,440320190,  2017/10/01,15:02:16,34.768367,126.329233,14.4,213.7,214
1931,440320190,  2017/10/01,15:02:18,34.7682,126.3291,14.4,214.1,214
1932,440320190,  2017/10/01,15:02:20,34.768083,126.329017,14.4,214.3,214
1933,440320190,  2017/10/01,15:02:21,34.768033,126.328967,14.4,214.2,214
1934,440320190,  2017/10/01,15:02:24,34.767917,126.328867,14.4,214.5,215
1935,440320190,  2017/10/01,15:02:25,34.76775,126.328733,14.4,214.6,215
1936,440320190,  2017/10/01,15:02:28,34.7677,126.328683,14.4,214.7,215
1937,440320190,  2017/10/01,15:02:29,34.767583,126.3286,14.4,214.8,215
1938,440320190,  2017/10/01,15:02:32,34.767483,126.3285,14.4,215.2,215
1939,440320190,  2017/10/01,15:02:33,34.767367,126.3284,14.4,215.4,215
1940,440320190,  2017/10/01,15:02:35,34.767248,126.328317,14.4,215.5,216
1941,440320190,  2017/10/01,15:02:37,34.76715,126.328217,14.4,215.3,215
1942,440320190,  2017/10/01,15:02:40,34.767033,126.328117,14.4,215.5,216
1943,440320190,  2017/10/01,15:02:43,34.766817,126.327933,14.3,215.4,215
1944,440320190,  2017/10/01,15:02:45,34.766717,126.32785,14.3,215.3,215
1945,440320190,  2017/10/01,15:02:47,34.7666,126.32775,14.3,215.2,215
1946,440320190,  2017/10/01,15:02:51,34.766383,126.327567,14.2,215.0,215
1947,440320190,  2017/10/01,15:02:53,34.766283,126.327467,14.2,215.0,215
1948,440320190,  2017/10/01,15:02:56,34.766217,126.327433,14.2,214.9,215
1949,440320190,  2017/10/01,15:02:57,34.766117,126.327333,14.2,214.8,215
1950,440320190,  2017/10/01,15:02:59,34.76595,126.3272,14.1,214.7,215
1951,440320190,  2017/10/01,15:03:02,34.76585,126.3271,14.1,214.5,215
1952,440320190,  2017/10/01,15:03:03,34.765683,126.326967,14.1,214.5,215
1953,440320190,  2017/10/01,15:03:05,34.765633,126.326933,14.1,214.5,215
1954,440320190,  2017/10/01,15:03:08,34.765517,126.326833,14.1,214.7,215
1955,440320190,  2017/10/01,15:03:10,34.765367,126.3267,14.1,215.0,215
1956,440320190,  2017/10/01,15:03:12,34.765317,126.32665,14.1,215.0,215
1957,440320190,  2017/10/01,15:03:13,34.7652,126.326567,14.1,215.3,215
1958,440320190,  2017/10/01,15:03:16,34.7651,126.326467,14.1,215.6,216
1959,440320190,  2017/10/01,15:03:20,34.764833,126.326233,14.1,216.2,216
1960,440320190,  2017/10/01,15:03:21,34.764783,126.326183,14.1,216.6,217
1961,440320190,  2017/10/01,15:03:24,34.764667,126.3261,14.1,216.5,217
1962,440320190,  2017/10/01,15:03:25,34.764517,126.32595,14.2,217.2,217
1963,440320190,  2017/10/01,15:03:28,34.764417,126.32585,14.2,217.4,217
1964,440320190,  2017/10/01,15:03:29,34.764367,126.3258,14.2,217.8,218
1965,440320190,  2017/10/01,15:03:32,34.76425,126.3257,14.3,218.0,218
1966,440320190,  2017/10/01,15:03:34,34.76415,126.3256,14.3,217.9,218
1967,440320190,  2017/10/01,15:03:35,34.764,126.32545,14.3,217.9,218
1968,440320190,  2017/10/01,15:03:43,34.763733,126.3252,14.3,218.0,218
1969,440320190,  2017/10/01,15:03:46,34.763517,126.325,14.3,217.3,217
2278,440320190,  2017/10/01,18:04:09,34.760133,126.325083,14.4,39.1,39
2279,440320190,  2017/10/01,18:04:15,34.76045,126.3254,14.3,39.7,40
2280,440320190,  2017/10/01,18:04:27,34.761117,126.326067,14.3,38.7,39
2281,440320190,  2017/10/01,18:04:33,34.761433,126.326367,14.3,39.0,39
2282,440320190,  2017/10/01,18:04:40,34.76175,126.326683,14.3,38.2,38
2283,440320190,  2017/10/01,18:04:51,34.762383,126.327267,14.2,38.3,38
2284,440320190,  2017/10/01,18:04:58,34.76265,126.327517,14.2,38.9,39
2285,440320190,  2017/10/01,18:05:03,34.76295,126.327833,14.2,38.4,38
2286,440320190,  2017/10/01,18:05:09,34.763267,126.328133,14.2,38.8,39
2287,440320190,  2017/10/01,18:05:15,34.763633,126.328483,14.2,38.6,39
2288,440320190,  2017/10/01,18:05:22,34.763933,126.328783,14.2,38.5,39
2289,440320190,  2017/10/01,18:05:27,34.7643,126.329133,14.2,38.8,39
2290,440320190,  2017/10/01,18:05:33,34.76455,126.329383,14.2,38.0,38
2291,440320190,  2017/10/01,18:05:40,34.764917,126.329717,14.3,36.3,36
2292,440320190,  2017/10/01,18:05:51,34.76545,126.3302,14.3,36.2,36
2293,440320190,  2017/10/01,18:05:58,34.765817,126.330533,14.3,36.6,37
2294,440320190,  2017/10/01,18:06:03,34.7661,126.330767,14.3,36.3,36
2295,440320190,  2017/10/01,18:06:09,34.766417,126.33105,14.3,36.6,37
2296,440320190,  2017/10/01,18:06:15,34.766783,126.3314,14.3,36.5,37
2297,440320190,  2017/10/01,18:06:22,34.767117,126.331683,14.3,36.6,37
2298,440320190,  2017/10/01,18:06:27,34.7675,126.332017,14.3,36.2,36
2299,440320190,  2017/10/01,18:06:33,34.767817,126.332317,14.3,35.8,36
2300,440320190,  2017/10/01,18:06:40,34.768083,126.33255,14.3,35.8,36
2301,440320190,  2017/10/01,18:06:51,34.768683,126.333067,14.3,36.0,36
2302,440320190,  2017/10/01,18:06:58,34.769067,126.333417,14.3,35.7,36
2303,440320190,  2017/10/01,18:07:03,34.769332,126.33365,14.3,35.8,36
2304,440320190,  2017/10/01,18:07:09,34.769667,126.333933,14.3,36.0,36
2305,440320190,  2017/10/01,18:07:15,34.7701,126.334317,14.4,36.2,36
2306,440320190,  2017/10/01,18:07:22,34.770417,126.3346,14.4,36.3,36
2307,440320190,  2017/10/01,18:07:28,34.77075,126.3349,14.5,36.2,36
2308,440320190,  2017/10/01,18:07:33,34.771033,126.335133,14.5,36.1,36
2309,440320190,  2017/10/01,18:07:40,34.77135,126.335433,14.5,36.1,36
2310,440320190,  2017/10/01,18:07:45,34.771633,126.335667,14.5,36.2,36
2311,440320190,  2017/10/01,18:08:03,34.772667,126.336567,14.5,35.1,35
2312,440320190,  2017/10/01,18:08:09,34.772983,126.33685,14.5,34.6,35
2313,440320190,  2017/10/01,18:08:22,34.7737,126.33745,14.5,34.0,34
2314,440320190,  2017/10/01,18:08:28,34.77405,126.337717,14.4,33.2,33
2315,440320190,  2017/10/01,18:08:39,34.774667,126.3382,14.4,32.7,33
2316,440320190,  2017/10/01,18:08:45,34.77495,126.338433,14.4,32.2,32
2317,440320190,  2017/10/01,18:08:51,34.77535,126.338733,14.4,31.5,32
2318,440320190,  2017/10/01,18:08:58,34.7757,126.338983,14.4,31.4,31
2319,440320190,  2017/10/01,18:09:03,34.77605,126.33925,14.4,31.2,31
2320,440320190,  2017/10/01,18:09:09,34.7764,126.3395,14.5,31.0,31
2321,440320190,  2017/10/01,18:09:16,34.776683,126.3397,14.5,31.1,31
2322,440320190,  2017/10/01,18:09:22,34.777083,126.34,14.5,30.3,30
2323,440320190,  2017/10/01,18:09:28,34.777433,126.340233,14.4,29.7,30
2324,440320190,  2017/10/01,18:09:33,34.777833,126.340517,14.4,29.7,30
2325,440320190,  2017/10/01,18:09:39,34.778117,126.340717,14.3,30.4,30
2326,440320190,  2017/10/01,18:09:45,34.778417,126.340933,14.3,30.9,31
2327,440320190,  2017/10/01,18:09:51,34.77875,126.341183,14.3,31.8,32
2328,440320190,  2017/10/01,18:09:58,34.779133,126.341467,14.0,32.8,33
2329,440320190,  2017/10/01,18:10:03,34.77935,126.341633,13.7,33.3,33
2330,440320190,  2017/10/01,18:10:09,34.7797,126.341933,13.3,33.8,34
2331,440320190,  2017/10/01,18:10:16,34.78005,126.342217,13.0,34.1,34
2332,440320190,  2017/10/01,18:10:21,34.78035,126.342467,12.8,34.2,34
2333,440320190,  2017/10/01,18:10:28,34.7807,126.34275,12.8,34.0,34
2334,440320190,  2017/10/01,18:10:33,34.7809,126.342917,12.8,33.6,34
2335,440320190,  2017/10/01,18:10:39,34.781233,126.343183,12.7,32.9,33
2336,440320190,  2017/10/01,18:10:45,34.781533,126.343417,12.7,31.6,32
2337,440320190,  2017/10/01,18:10:51,34.781783,126.3436,12.7,30.5,31
2338,440320190,  2017/10/01,18:10:58,34.78215,126.34385,12.7,29.4,29
